"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774045965315670126","Sat Mar 30 13:07:58 +0000 2024","0","@talentlessme ANJAAYY KEREN BGT SR SATU INII SEMANGAT SAYANGKUU &lt;3","1774061006152671328","","talentlessme","in","","0","0","0","https://x.com/soaringcrow_/status/1774061006152671328","1514545687769550852","soaringcrow_"
"1774060690384580719","Sat Mar 30 13:06:43 +0000 2024","0","aku relate sekaliii. waktu ngurus iisma sana sini aku ngerasa bersalah trs grgr ibun keluar banyak duit. tiap di kosan selalu nangis karena takut hasilnya ga sesuai tapi alhamdulillah aku lolos! ibun jg not from the rich mana anaknya ga cuman aku doang t___t","1774060690384580719","","","in","","0","0","0","https://x.com/ayayapper/status/1774060690384580719","1542579531776524289","ayayapper"
"1774060491268300908","Sat Mar 30 13:05:56 +0000 2024","0","belum jadi iisma awardee 2024 tapi jadi Bank Indonesia scholarship awardee. God is good","1774060491268300908","","","in","","0","0","0","https://x.com/98linjur/status/1774060491268300908","1333104503785025536","98linjur"
"1774059236974383485","Sat Mar 30 13:00:57 +0000 2024","1","pesona IISMA awardee https://t.co/OEVOyCoSiB","1774059236974383485","https://pbs.twimg.com/ext_tw_video_thumb/1691473809763901440/pu/img/63Y-0W_LBORON9fp.jpg","","in","🕯️ PUROK ENAM 🕯️","0","0","0","https://x.com/latekamikaze/status/1774059236974383485","141862702","latekamikaze"
"1774058768000745966","Sat Mar 30 12:59:05 +0000 2024","0","bjirrrr dokyeom encore aju nice sampe celananya robek : D","1774058768000745966","","","in","she/her - 🇲🇨 03’","0","0","0","https://x.com/lilacmoon22/status/1774058768000745966","1318209317200261121","lilacmoon22"
"1774057322727538809","Sat Mar 30 12:53:20 +0000 2024","2","kk awardee iisma! co-fund ke UK ada yang lagi senggang dan bisa di tanya-tanya ga malam ini? terima kasih ️","1774057322727538809","","","in","","0","0","0","https://x.com/IISMAfess/status/1774057322727538809","1499958413467344896","IISMAfess"
"1774056350634647758","Sat Mar 30 12:49:29 +0000 2024","1","guys klo ini bisa coret semuanya ga sih? aku mahasiswa snmptn biasa https://t.co/Qq5NtdLKl3","1774056350634647758","https://pbs.twimg.com/media/GJ62pyIaAAADSmq.png","","in","","0","1","0","https://x.com/alkagongbu/status/1774056350634647758","1731364495929548800","alkagongbu"
"1773930171478970710","Sat Mar 30 12:46:27 +0000 2024","0","@semirnoff_ @Ezraa__ pp selalu bikin emosi jir","1774055588538032424","","semirnoff_","in","she/they 21","0","0","0","https://x.com/psikobagiduo/status/1774055588538032424","1561926421626650624","psikobagiduo"
"1774009709051416601","Sat Mar 30 12:35:01 +0000 2024","0","@oeuvrelegy dia kalau lolos iisma ambil kampus apa ya","1774052713103610007","","oeuvrelegy","in","Nuggetz's. ","0","1","0","https://x.com/Moonarest/status/1774052713103610007","1720397409799536640","Moonarest"
"1774051205716860932","Sat Mar 30 12:34:44 +0000 2024","0","@woonhakthekid bismillah awardee iisma yale 25","1774052642563797145","","woonhakthekid","in","jangan follow duluan. ","0","1","0","https://x.com/11O16O124OO/status/1774052642563797145","3287844026","11O16O124OO"
"1774051205716860932","Sat Mar 30 12:29:47 +0000 2024","0","@woonhakthekid RANDOM BGT JADI IISMA","1774051393999135217","","woonhakthekid","in","read rentry.","0","1","0","https://x.com/louelies/status/1774051393999135217","2757671199","louelies"
"1774051205716860932","Sat Mar 30 12:29:02 +0000 2024","3","naksir sejadinya jadinya anjinggg fluent bgt jaehyun bismillah semester depan iisma","1774051205716860932","","","in","21, she/her","0","5","0","https://x.com/woonhakthekid/status/1774051205716860932","1649776635577794565","woonhakthekid"
